site	year	month	day	hour	minute	second	clockm	clocks	files	MB	s	Mb/s
iar	2018	05	01	11	30	22		 1.9	57	5.7	0.9	53.7
ada	2018	05	01	12	30	08		 7.7	51	1.4	0.1	114
iar	2018	05	01	12	30	10		 1.9	57	5.7	1.0	49.9
ada	2018	05	01	13	30	11		 9.4	51	1.4	0.1	99.3
iar	2018	05	01	13	30	13		 1.7	57	5.7	0.8	58.7
ada	2018	05	01	14	30	19		 18	52	1.4	0.8	15.7
iar	2018	05	01	14	30	21		 1.9	57	5.7	0.9	52.3
ada	2018	05	01	15	30	12		 11	52	1.4	0.1	110
iar	2018	05	01	15	30	14		 1.8	57	5.7	0.8	61.6
ada	2018	05	01	16	30	22		 20	52	1.4	1.0	11.7
iar	2018	05	01	16	30	24		 2.0	57	5.7	1.1	43.5
ada	2018	05	01	17	30	11		 10	52	1.4	0.1	108
iar	2018	05	01	17	30	13		 1.8	57	5.7	0.9	53.2
ada	2018	05	01	18	30	14		 13	52	1.4	0.1	98.0
iar	2018	05	01	18	30	16		 2.0	57	5.7	0.9	54.6
ada	2018	05	01	19	30	29		 29	52	1.4	0.7	16.7
iar	2018	05	01	19	30	31		 1.9	57	5.7	0.9	52.5
ada	2018	05	01	20	31	02	 1	 1	52	1.4	0.1	94.8
iar	2018	05	01	20	31	04		 1.9	57	5.7	0.9	51.9
ada	2018	05	01	21	30	15		 14	51	1.4	0.1	102
iar	2018	05	01	21	30	17		 2.0	57	5.7	1.0	49.5
ada	2018	05	01	22	30	24		 23	51	1.4	1.0	11.4
iar	2018	05	01	22	30	26		 1.8	57	5.7	0.8	57.9
ada	2018	05	01	23	30	10		 8.7	51	1.4	0.1	101
iar	2018	05	01	23	30	12		 2.0	57	5.7	1.0	46.7
ada	2018	05	02	00	30	13		 11	52	1.4	0.1	105
iar	2018	05	02	00	30	14		 1.8	57	5.7	0.9	55.6
ada	2018	05	02	01	30	19		 18	52	1.4	0.8	14.9
iar	2018	05	02	01	30	21		 1.9	57	5.7	1.0	49.6
ada	2018	05	02	02	30	17		 17	52	1.4	0.1	106
iar	2018	05	02	02	30	19		 2.1	57	5.7	1.0	45.9
ada	2018	05	02	03	30	09		 8.1	52	1.4	0.3	39.7
iar	2018	05	02	03	30	11		 1.8	57	5.7	0.9	53.3
ada	2018	05	02	04	30	19		 18	52	1.4	0.7	16.9
iar	2018	05	02	04	30	21		 1.9	57	5.7	1.0	47.6
ada	2018	05	02	05	30	17		 16	52	1.4	0.2	61.3
iar	2018	05	02	05	30	19		 1.9	57	5.7	1.0	49.7
ada	2018	05	02	06	30	09		 8.1	52	1.4	0.1	110
iar	2018	05	02	06	30	11		 1.9	57	5.7	0.9	55.4
ada	2018	05	02	07	30	23		 23	52	1.4	0.9	13.3
iar	2018	05	02	07	30	25		 1.8	57	5.7	0.9	53.7
ada	2018	05	02	08	30	08		 7.0	52	1.4	0.1	116
iar	2018	05	02	08	30	10		 2.0	57	5.7	1.1	45.5
ada	2018	05	02	09	30	08		 7.3	52	1.4	0.1	108
iar	2018	05	02	09	30	10		 1.8	57	5.7	0.9	55.5
ada	2018	05	02	10	30	29		 27	52	1.4	0.9	13.3
iar	2018	05	02	10	30	30		 1.8	57	5.7	0.9	53.3
ada	2018	05	02	11	30	14		 13	52	1.4	0.3	42.7
iar	2018	05	02	11	30	16		 1.9	57	5.7	0.9	52.2
ada	2018	05	02	12	30	11		 9.7	52	1.4	0.1	112
iar	2018	05	02	12	30	13		 2.0	57	5.7	1.1	44.3
ada	2018	05	02	13	30	17		 16	52	1.4	0.7	16.9
iar	2018	05	02	13	30	19		 1.9	57	5.7	0.9	55.3
ada	2018	05	02	14	30	20		 19	52	1.4	0.3	39.9
iar	2018	05	02	14	30	22		 1.8	57	5.7	0.9	52.4
ada	2018	05	02	15	30	08		 7.4	52	1.4	0.1	116
iar	2018	05	02	15	30	10		 1.9	57	5.7	0.9	52.8
ada	2018	05	02	16	30	26		 25	52	1.4	0.9	13.0
iar	2018	05	02	16	30	28		 2.0	57	5.7	0.9	53.8
ada	2018	05	02	17	30	19		 18	53	1.7	0.1	106
iar	2018	05	02	17	30	21		 2.1	57	5.7	1.1	44.1
ada	2018	05	02	18	30	31		 29	52	1.6	1.3	10.5
iar	2018	05	02	18	30	32		 1.8	57	5.7	0.9	55.8
ada	2018	05	02	19	30	17		 16	52	1.4	0.3	38.1
iar	2018	05	02	19	30	19		 1.9	57	5.7	1.0	47.3
ada	2018	05	02	20	30	51		 50	52	1.4	0.7	16.9
iar	2018	05	02	20	30	53		 1.7	57	5.7	0.8	60.9
ada	2018	05	02	21	30	20		 19	52	1.4	0.4	29.4
iar	2018	05	02	21	30	22		 1.9	57	5.7	0.9	51.7
ada	2018	05	02	22	30	12		 11	52	1.4	0.3	36.7
iar	2018	05	02	22	30	14		 1.7	57	5.7	0.8	61.3
ada	2018	05	02	23	30	19		 17	52	1.4	0.7	17.5
iar	2018	05	02	23	30	21		 1.9	57	5.7	1.0	49.8
ada	2018	05	03	00	30	10		 9.6	52	1.4	0.3	38.0
iar	2018	05	03	00	30	12		 1.9	57	5.7	0.8	57.0
ada	2018	05	03	01	30	10		 9.7	52	1.4	0.1	109
iar	2018	05	03	01	30	12		 1.8	57	5.7	0.8	59.7
ada	2018	05	03	02	30	18		 17	52	1.4	1.0	12.4
iar	2018	05	03	02	30	20		 1.8	57	5.7	0.8	61.7
ada	2018	05	03	03	30	19		 17	52	1.4	0.1	113
iar	2018	05	03	03	30	20		 1.9	57	5.7	0.9	53.1
ada	2018	05	03	04	30	09		 8.0	51	1.4	0.1	112
iar	2018	05	03	04	30	11		 2.0	57	5.7	1.0	47.0
ada	2018	05	03	05	30	32		 31	51	1.4	1.0	11.4
iar	2018	05	03	05	30	34		 1.8	57	5.7	0.9	55.9
ada	2018	05	03	06	30	10		 8.9	51	1.4	0.1	82.0
iar	2018	05	03	06	30	11		 1.8	57	5.7	0.9	55.6
ada	2018	05	03	07	30	13		 11	52	2.0	0.7	22.9
iar	2018	05	03	07	30	15		 2.1	57	5.7	1.1	42.5
ada	2018	05	03	08	30	20		 19	52	1.7	0.8	19.3
iar	2018	05	03	08	30	22		 1.8	57	5.7	0.9	52.6
ada	2018	05	03	09	30	11		 9.4	52	1.7	0.1	108
iar	2018	05	03	09	30	13		 2.1	57	5.7	1.0	47.8
ada	2018	05	03	10	30	09		 8.5	52	1.7	0.2	59.5
iar	2018	05	03	10	30	12		 2.1	57	5.7	1.1	43.9
ada	2018	05	03	11	30	15		 14	52	1.7	0.7	20.0
iar	2018	05	03	11	30	17		 1.9	57	5.7	0.9	53.4
ada	2018	05	03	12	30	14		 13	52	1.7	0.8	17.8
iar	2018	05	03	12	30	16		 2.1	57	5.7	1.1	43.8
ada	2018	05	03	13	30	15		 14	52	1.7	0.1	108
iar	2018	05	03	13	30	17		 2.0	57	5.7	0.8	58.7
ada	2018	05	03	14	30	21		 20	52	1.7	1.0	14.5
iar	2018	05	03	14	30	23		 1.9	57	5.7	1.0	49.9
ada	2018	05	03	15	30	09		 8.4	52	1.7	0.1	103
iar	2018	05	03	15	30	11		 1.8	57	5.7	0.9	53.6
ada	2018	05	03	16	30	33		 32	52	1.7	1.2	11.8
iar	2018	05	03	16	30	35		 2.1	57	5.7	1.1	43.9
ada	2018	05	03	17	30	26		 25	52	1.7	0.1	102
iar	2018	05	03	17	30	28		 1.8	57	5.7	0.9	55.7
ada	2018	05	03	18	30	18		 17	51	1.4	0.1	107
iar	2018	05	03	18	30	20		 2.0	57	5.7	1.1	45.5
ada	2018	05	03	19	30	24		 23	52	1.4	0.9	13.4
iar	2018	05	03	19	30	26		 1.8	57	5.7	0.9	55.1
ada	2018	05	03	20	30	20		 19	52	1.4	0.2	55.2
iar	2018	05	03	20	30	22		 2.1	57	5.7	1.1	43.0
ada	2018	05	03	21	30	18		 17	52	1.4	0.2	51.9
iar	2018	05	03	21	30	20		 1.9	57	5.7	0.9	54.1
ada	2018	05	03	22	30	18		 17	52	1.4	0.7	16.8
iar	2018	05	03	22	30	20		 2.0	57	5.7	0.9	51.8
ada	2018	05	03	23	30	14		 13	52	1.4	0.1	111
iar	2018	05	03	23	30	16		 1.9	57	5.7	0.9	55.9
ada	2018	05	04	00	30	08		 7.7	52	1.4	0.2	57.6
iar	2018	05	04	00	30	10		 1.9	57	5.7	0.9	54.8
ada	2018	05	04	01	30	14		 13	52	1.4	0.8	15.2
iar	2018	05	04	01	30	16		 1.9	57	5.7	0.9	52.0
ada	2018	05	04	02	30	14		 13	52	1.4	0.3	38.0
iar	2018	05	04	02	30	16		 2.1	57	5.7	1.1	43.6
ada	2018	05	04	03	30	16		 15	52	1.4	0.7	17.1
iar	2018	05	04	03	30	18		 1.8	57	5.7	0.9	53.7
ada	2018	05	04	04	30	09		 7.3	52	1.4	0.1	113
iar	2018	05	04	04	30	11		 1.9	57	5.7	0.9	52.8
ada	2018	05	04	05	30	20		 19	52	1.4	0.9	13.2
iar	2018	05	04	05	30	22		 1.7	57	5.7	0.8	60.4
ada	2018	05	04	06	30	20		 19	52	1.4	0.1	103
iar	2018	05	04	06	30	22		 2.2	57	5.7	1.1	41.9
ada	2018	05	04	07	30	13		 12	52	1.4	0.1	108
iar	2018	05	04	07	30	18		 5.1	57	5.7	1.1	43.8
ada	2018	05	04	08	30	21		 20	51	1.4	0.9	12.7
iar	2018	05	04	08	30	23		 1.8	57	5.7	0.8	60.3
ada	2018	05	04	09	30	11		 10	51	1.4	0.1	110
iar	2018	05	04	09	30	13		 2.0	57	5.7	1.1	43.8
ada	2018	05	04	10	30	27		 25	51	1.4	0.9	12.3
iar	2018	05	04	10	30	29		 1.8	57	5.7	0.9	55.4
ada	2018	05	04	11	30	12		 11	51	1.4	0.1	101
iar	2018	05	04	11	30	14		 2.1	57	5.7	1.1	44.2
ada	2018	05	04	12	30	11		 10	51	1.4	0.1	106
iar	2018	05	04	12	30	13		 2.0	57	5.7	1.1	44.1
ada	2018	05	04	13	30	19		 19	51	1.4	0.8	14.3
iar	2018	05	04	13	30	21		 1.8	57	5.7	0.8	58.4
ada	2018	05	04	14	30	21		 20	51	1.4	0.3	37.3
iar	2018	05	04	14	30	23		 1.8	57	5.7	0.8	58.4
ada	2018	05	04	15	30	12		 11	51	1.4	0.1	114
iar	2018	05	04	15	30	14		 2.2	57	5.7	1.0	45.7
ada	2018	05	04	16	30	17		 16	51	1.4	0.8	14.5
iar	2018	05	04	16	30	19		 2.2	57	5.7	1.1	43.5
ada	2018	05	04	17	30	12		 10	51	1.4	0.2	63.1
iar	2018	05	04	17	30	14		 2.1	57	5.7	0.9	52.9
ada	2018	05	04	18	30	20		 19	51	1.4	0.9	12.9
iar	2018	05	04	18	30	22		 2.2	57	5.7	1.1	45.5
ada	2018	05	04	19	30	11		 9.5	51	1.4	0.1	110
iar	2018	05	04	19	30	13		 2.1	57	5.7	0.9	52.0
ada	2018	05	04	20	30	12		 11	51	1.4	0.1	110
iar	2018	05	04	20	30	14		 1.8	57	5.7	0.8	60.5
ada	2018	05	04	21	30	24		 23	51	1.4	0.9	12.5
iar	2018	05	04	21	30	26		 2.2	57	5.7	0.9	52.7
ada	2018	05	04	22	30	15		 13	51	1.4	0.1	109
iar	2018	05	04	22	30	17		 1.9	57	5.7	0.9	52.6
ada	2018	05	04	23	30	14		 13	51	1.4	0.1	105
iar	2018	05	04	23	30	16		 1.9	57	5.7	1.0	49.5
ada	2018	05	05	00	30	18		 16	51	1.4	0.7	16.4
iar	2018	05	05	00	30	19		 1.8	57	5.7	0.8	56.8
ada	2018	05	05	01	30	09		 7.7	51	1.4	0.1	88.0
iar	2018	05	05	01	30	10		 1.8	57	5.7	0.8	58.4
ada	2018	05	05	02	30	08		 7.0	51	1.4	0.1	114
iar	2018	05	05	02	30	10		 2.0	57	5.7	0.9	53.1
ada	2018	05	05	03	30	16		 15	51	1.4	0.9	13.1
iar	2018	05	05	03	30	18		 2.1	57	5.7	1.1	42.4
ada	2018	05	05	04	30	11		 10	51	1.4	0.1	118
iar	2018	05	05	04	30	13		 1.9	57	5.7	0.9	51.2
ada	2018	05	05	05	30	27		 26	51	1.4	0.9	12.9
iar	2018	05	05	05	30	29		 1.8	57	5.7	0.9	53.6
ada	2018	05	05	06	30	11		 10	51	1.4	0.1	106
iar	2018	05	05	06	30	13		 1.8	57	5.7	1.0	49.3
ada	2018	05	05	07	30	15		 13	51	1.4	0.1	106
iar	2018	05	05	07	30	16		 1.7	57	5.7	0.9	53.0
ada	2018	05	05	08	30	20		 19	51	1.4	1.0	11.6
iar	2018	05	05	08	30	22		 2.0	57	5.7	1.2	41.2
ada	2018	05	05	09	30	09		 8.4	51	1.4	0.1	113
iar	2018	05	05	09	30	11		 1.7	57	5.7	0.8	58.4
ada	2018	05	05	10	30	09		 8.3	51	1.4	0.1	106
iar	2018	05	05	10	30	11		 1.7	57	5.7	0.9	55.6
ada	2018	05	05	11	30	19		 18	51	1.4	2.2	5.29
iar	2018	05	05	11	30	21		 1.8	57	5.7	0.9	50.8
ada	2018	05	05	12	30	09		 7.8	51	1.4	0.1	95.7
iar	2018	05	05	12	30	10		 1.7	57	5.7	0.8	61.7
ada	2018	05	05	13	30	09		 8.2	51	1.4	0.1	111
iar	2018	05	05	13	30	11		 1.7	57	5.7	0.8	60.2
ada	2018	05	05	14	30	26		 25	51	1.4	1.1	10.5
iar	2018	05	05	14	30	28		 1.7	57	5.7	0.8	58.6
ada	2018	05	05	15	30	09		 8.5	51	1.4	0.1	111
iar	2018	05	05	15	30	11		 1.8	57	5.7	0.9	52.2
ada	2018	05	05	16	30	33		 32	51	1.4	0.9	12.5
iar	2018	05	05	16	30	35		 2.0	57	5.7	1.1	45.1
ada	2018	05	05	17	30	16		 15	51	1.4	0.2	56.1
iar	2018	05	05	17	30	18		 1.8	57	5.7	0.9	54.0
ada	2018	05	05	18	30	45		 44	51	1.4	0.8	14.1
iar	2018	05	05	18	30	47		 1.9	57	5.7	1.0	48.2
ada	2018	05	05	19	30	11		 9.7	51	1.4	0.1	108
iar	2018	05	05	19	30	13		 1.9	57	5.7	1.0	46.5
ada	2018	05	05	20	30	13		 12	51	1.4	0.1	108
iar	2018	05	05	20	30	15		 1.7	57	5.7	0.8	56.6
ada	2018	05	05	21	30	33		 32	51	1.4	0.8	14.1
iar	2018	05	05	21	30	34		 1.6	57	5.7	0.7	67.2
ada	2018	05	05	22	30	17		 17	51	1.4	0.1	101
iar	2018	05	05	22	30	19		 1.7	57	5.7	0.8	56.4
ada	2018	05	05	23	30	16		 14	51	1.4	0.1	109
iar	2018	05	05	23	30	18		 1.7	57	5.7	0.8	59.4
ada	2018	05	06	00	30	18		 17	51	1.4	0.8	13.8
iar	2018	05	06	00	30	20		 1.8	57	5.7	0.8	57.2
ada	2018	05	06	01	30	18		 17	51	1.4	0.1	110
iar	2018	05	06	01	30	20		 1.7	57	5.7	0.9	54.3
ada	2018	05	06	02	30	09		 8.0	51	1.4	0.2	59.0
iar	2018	05	06	02	30	11		 1.8	57	5.7	0.9	51.0
ada	2018	05	06	03	30	28		 27	51	1.4	0.9	13.2
iar	2018	05	06	03	30	30		 1.8	57	5.7	0.9	53.2
ada	2018	05	06	04	30	11		 10	51	1.4	0.1	119
iar	2018	05	06	04	30	13		 1.8	57	5.7	0.9	54.2
ada	2018	05	06	05	30	08		 6.8	51	1.4	0.1	115
iar	2018	05	06	05	30	10		 2.0	57	5.7	1.1	43.7
ada	2018	05	06	06	30	20		 19	51	1.4	0.8	14.6
iar	2018	05	06	06	30	22		 1.8	57	5.7	0.9	54.4
ada	2018	05	06	07	30	08		 7.0	51	1.4	0.1	112
iar	2018	05	06	07	30	10		 1.7	57	5.7	0.9	54.4
ada	2018	05	06	08	30	22		 21	51	1.4	0.9	12.8
iar	2018	05	06	08	30	24		 2.0	57	5.7	1.1	43.8
ada	2018	05	06	09	30	15		 14	51	1.4	0.1	111
iar	2018	05	06	09	30	17		 1.8	57	5.7	0.9	53.9
ada	2018	05	06	10	30	26		 25	51	1.4	1.0	11.3
iar	2018	05	06	10	30	28		 1.9	57	5.7	1.1	45.2
ada	2018	05	06	11	30	14		 13	51	1.4	0.1	107
iar	2018	05	06	11	30	15		 1.6	57	5.7	0.7	63.8
ada	2018	05	06	12	30	14		 14	51	1.4	0.3	39.1
iar	2018	05	06	12	30	16		 1.7	57	5.7	0.8	57.1
ada	2018	05	06	13	30	24		 23	51	1.4	0.5	21.4
iar	2018	05	06	13	30	26		 2.0	57	5.7	1.1	42.4
ada	2018	05	06	14	30	17		 15	51	1.5	0.1	108
iar	2018	05	06	14	30	19		 1.8	57	5.7	0.9	52.4
ada	2018	05	06	15	30	15		 14	51	1.4	0.2	56.2
iar	2018	05	06	15	30	16		 1.8	57	5.7	0.9	53.8
ada	2018	05	06	16	30	21		 21	51	1.4	0.7	15.7
iar	2018	05	06	16	30	23		 1.8	57	5.7	0.9	50.6
ada	2018	05	06	17	30	34		 32	51	1.4	0.4	26.7
iar	2018	05	06	17	30	36		 2.0	57	5.7	1.1	44.9
ada	2018	05	06	18	30	38		 37	51	1.4	0.7	16.4
iar	2018	05	06	18	30	40		 2.0	57	5.7	1.1	43.5
ada	2018	05	06	19	30	26		 25	51	1.5	0.1	102
iar	2018	05	06	19	30	28		 1.8	57	5.7	0.9	53.9
ada	2018	05	06	20	30	18		 17	51	1.4	0.2	51.1
iar	2018	05	06	20	30	20		 1.6	57	5.7	0.8	62.8
ada	2018	05	06	21	30	31		 30	51	1.4	0.7	15.6
iar	2018	05	06	21	30	33		 1.7	57	5.7	0.8	57.1
ada	2018	05	06	22	30	28		 27	51	1.4	0.4	29.4
iar	2018	05	06	22	30	30		 1.7	57	5.7	0.8	56.8
ada	2018	05	06	23	30	10		 9.4	51	1.4	0.1	118
iar	2018	05	06	23	30	12		 1.7	57	5.7	0.8	60.3
ada	2018	05	07	00	30	16		 15	51	1.4	0.7	16.8
iar	2018	05	07	00	30	18		 1.7	57	5.7	0.9	54.2
ada	2018	05	07	01	30	12		 11	51	1.4	0.4	28.9
iar	2018	05	07	01	30	13		 1.7	57	5.7	0.8	57.5
ada	2018	05	07	02	30	11		 10	51	1.4	0.1	99.9
iar	2018	05	07	02	30	13		 1.7	57	5.7	0.9	54.6
ada	2018	05	07	03	30	28		 26	51	1.4	0.8	14.8
iar	2018	05	07	03	30	30		 1.8	57	5.7	0.9	53.3
ada	2018	05	07	04	30	08		 6.8	51	1.4	0.1	117
iar	2018	05	07	04	30	10		 1.7	57	5.7	0.8	56.9
ada	2018	05	07	05	30	11		 9.5	51	1.4	0.1	109
iar	2018	05	07	05	30	12		 1.7	57	5.7	0.8	59.8
ada	2018	05	07	06	30	17		 16	51	1.4	1.0	11.5
iar	2018	05	07	06	30	19		 1.8	57	5.7	1.0	50.2
ada	2018	05	07	07	30	09		 7.8	51	1.4	0.1	116
iar	2018	05	07	07	30	11		 1.9	57	5.7	1.0	45.8
ada	2018	05	07	08	30	10		 8.5	51	1.4	0.1	116
iar	2018	05	07	08	30	12		 1.8	57	5.7	0.9	52.3
ada	2018	05	07	09	30	21		 20	51	1.4	1.6	7.21
iar	2018	05	07	09	30	23		 1.9	57	5.7	1.1	45.1
ada	2018	05	07	10	30	13		 12	51	1.4	0.1	104
iar	2018	05	07	10	30	14		 1.8	57	5.7	0.9	52.2
ada	2018	05	07	11	30	22		 21	51	1.4	0.8	14.3
iar	2018	05	07	11	30	24		 1.7	57	5.7	0.8	56.6
ada	2018	05	07	12	30	29		 28	51	1.4	0.2	53.2
iar	2018	05	07	12	30	31		 1.7	57	5.7	0.9	54.2
ada	2018	05	07	13	30	18		 17	51	1.4	0.2	56.9
iar	2018	05	07	13	30	20		 1.7	57	5.7	0.8	56.5
ada	2018	05	07	14	30	25		 24	51	1.4	0.7	16.8
iar	2018	05	07	14	30	27		 1.6	57	5.7	0.8	59.8
ada	2018	05	07	15	30	20		 19	51	1.4	0.3	37.0
iar	2018	05	07	15	30	22		 2.0	57	5.7	1.1	43.3
ada	2018	05	07	16	30	15		 13	51	1.4	0.3	36.7
iar	2018	05	07	16	30	16		 1.7	57	5.7	0.9	56.0
ada	2018	05	07	17	30	20		 19	51	1.4	0.8	14.8
iar	2018	05	07	17	30	22		 1.7	57	5.7	0.8	56.9
ada	2018	05	07	18	30	18		 16	51	1.4	0.2	58.6
iar	2018	05	07	18	30	20		 1.7	57	5.7	0.9	54.2
ada	2018	05	07	19	30	17		 16	51	1.4	0.1	115
iar	2018	05	07	19	30	19		 2.0	57	5.7	1.1	44.9
ada	2018	05	07	20	30	22		 21	51	1.4	0.7	16.1
iar	2018	05	07	20	30	24		 1.8	57	5.7	0.9	53.8
ada	2018	05	07	21	30	28		 28	51	1.4	0.2	53.4
iar	2018	05	07	21	30	30		 1.8	57	5.7	0.9	56.1
ada	2018	05	07	22	30	25		 24	51	1.4	0.8	14.4
iar	2018	05	07	22	30	27		 1.9	57	5.7	1.0	48.2
ada	2018	05	07	23	30	10		 9.3	51	1.4	0.1	114
iar	2018	05	07	23	30	12		 1.8	57	5.7	1.0	49.8
ada	2018	05	08	00	30	15		 13	51	1.4	0.3	41.8
iar	2018	05	08	00	30	16		 1.8	57	5.7	0.9	54.1
ada	2018	05	08	01	30	25		 24	51	1.4	0.7	16.6
iar	2018	05	08	01	30	27		 1.7	57	5.7	0.8	60.1
ada	2018	05	08	02	30	09		 7.2	51	1.4	0.1	117
iar	2018	05	08	02	30	11		 1.9	57	5.7	1.1	44.5
ada	2018	05	08	03	30	14		 13	51	1.4	0.2	54.1
iar	2018	05	08	03	30	15		 1.7	57	5.7	0.8	56.8
ada	2018	05	08	04	30	16		 15	51	1.4	0.9	13.2
iar	2018	05	08	04	30	18		 2.1	57	5.7	1.1	41.8
ada	2018	05	08	05	30	10		 9.1	51	1.4	0.1	110
iar	2018	05	08	05	30	12		 1.7	57	5.7	0.8	56.9
ada	2018	05	08	06	30	11		 10	51	1.4	0.3	38.0
iar	2018	05	08	06	30	13		 1.7	57	5.7	0.8	57.3
ada	2018	05	08	07	30	18		 17	51	1.4	0.7	16.4
iar	2018	05	08	07	30	21		 2.9	57	5.7	1.0	49.9
ada	2018	05	08	08	30	12		 12	51	1.4	0.4	28.5
iar	2018	05	08	08	30	14		 1.7	57	5.7	0.8	57.1
ada	2018	05	08	09	30	12		 12	51	1.4	0.1	109
iar	2018	05	08	09	30	14		 1.7	57	5.7	0.8	56.8
ada	2018	05	08	10	30	22		 21	51	1.4	0.8	14.9
iar	2018	05	08	10	30	23		 1.6	57	5.7	0.8	62.8
ada	2018	05	08	11	30	09		 8.0	51	1.4	0.2	57.8
iar	2018	05	08	11	30	11		 1.7	57	5.7	0.8	59.1
ada	2018	05	08	12	30	27		 26	51	1.4	0.8	14.4
iar	2018	05	08	12	30	29		 1.8	57	5.7	0.9	52.1
ada	2018	05	08	13	30	12		 11	51	1.4	0.1	108
iar	2018	05	08	13	30	14		 1.7	57	5.7	0.8	56.5
ada	2018	05	08	14	30	10		 9.2	51	1.4	0.1	112
iar	2018	05	08	14	30	12		 1.7	57	5.7	0.9	56.2
ada	2018	05	08	15	30	26		 25	52	1.6	0.9	15.2
iar	2018	05	08	15	30	28		 1.7	57	5.7	0.9	53.4
ada	2018	05	08	16	30	20		 19	52	1.6	0.1	105
iar	2018	05	08	16	30	21		 1.6	57	5.7	0.8	62.9
ada	2018	05	08	17	30	12		 12	52	1.6	0.1	108
iar	2018	05	08	17	30	14		 1.8	57	5.7	0.9	52.2
ada	2018	05	08	18	30	26		 25	52	1.6	1.1	12.0
iar	2018	05	08	18	30	28		 2.0	57	5.7	1.1	43.4
ada	2018	05	08	19	30	16		 15	52	1.6	0.2	61.9
iar	2018	05	08	19	30	18		 1.6	57	5.7	0.8	59.5
ada	2018	05	08	20	30	49		 48	52	1.6	1.0	13.1
iar	2018	05	08	20	30	51		 1.8	57	5.7	1.0	48.0
ada	2018	05	08	21	30	29		 28	52	1.6	0.2	58.4
iar	2018	05	08	21	30	31		 1.6	57	5.7	0.8	62.8
ada	2018	05	08	22	30	16		 15	52	1.6	0.1	99.5
iar	2018	05	08	22	30	18		 1.6	57	5.7	0.8	59.7
ada	2018	05	08	23	30	22		 21	51	1.4	0.7	16.5
iar	2018	05	08	23	30	24		 1.9	57	5.7	1.1	44.8
ada	2018	05	09	00	30	09		 8.7	51	1.4	0.1	112
iar	2018	05	09	00	30	11		 1.9	57	5.7	1.0	46.1
ada	2018	05	09	01	30	10		 8.5	51	1.4	0.1	114
iar	2018	05	09	01	30	12		 1.9	57	5.7	1.1	45.1
ada	2018	05	09	02	30	16		 15	51	1.4	0.8	14.6
iar	2018	05	09	02	30	18		 1.7	57	5.7	0.8	63.4
ada	2018	05	09	03	30	18		 18	51	1.4	0.1	118
iar	2018	05	09	03	30	20		 1.7	57	5.7	0.8	60.2
ada	2018	05	09	04	30	08		 6.6	51	1.4	0.1	119
iar	2018	05	09	04	30	10		 1.9	57	5.7	1.0	46.3
ada	2018	05	09	05	30	18		 17	51	1.4	0.9	13.0
iar	2018	05	09	05	30	20		 1.8	57	5.7	0.9	52.4
ada	2018	05	09	06	30	15		 14	51	1.4	0.1	114
iar	2018	05	09	06	30	17		 1.7	57	5.7	0.8	56.7
ada	2018	05	09	07	30	10		 9.6	51	1.4	0.1	115
iar	2018	05	09	07	30	12		 1.7	57	5.7	0.8	59.9
ada	2018	05	09	08	30	20		 19	51	1.4	0.9	12.9
iar	2018	05	09	08	30	22		 1.7	57	5.7	0.8	57.1
ada	2018	05	09	09	30	12		 11	51	1.4	0.2	56.1
iar	2018	05	09	09	30	14		 1.7	57	5.7	0.9	54.6
ada	2018	05	09	10	30	26		 25	51	1.4	0.9	12.9
iar	2018	05	09	10	30	27		 1.8	57	5.7	1.0	49.8
ada	2018	05	09	11	30	10		 9.9	51	1.4	0.2	59.0
iar	2018	05	09	11	30	12		 1.7	57	5.7	0.9	54.8
ada	2018	05	09	12	30	11		 9.8	51	1.4	0.1	114
iar	2018	05	09	12	30	13		 1.7	57	5.7	0.8	57.2
ada	2018	05	09	13	30	19		 17	51	1.4	1.0	11.6
iar	2018	05	09	13	30	20		 1.7	57	5.7	0.9	53.6
ada	2018	05	09	14	30	11		 10	51	1.4	0.1	110
iar	2018	05	09	14	30	13		 1.9	57	5.7	1.0	49.7
ada	2018	05	09	15	30	28		 27	51	1.4	0.9	12.2
iar	2018	05	09	15	30	30		 1.8	57	5.7	0.9	53.1
ada	2018	05	09	16	30	17		 16	51	1.4	0.1	114
iar	2018	05	09	16	30	19		 1.9	57	5.7	1.1	44.7
ada	2018	05	09	17	30	09		 8.0	51	1.4	0.1	107
iar	2018	05	09	17	30	11		 1.9	57	5.7	1.1	44.8
ada	2018	05	09	18	30	28		 27	51	1.4	0.8	14.5
iar	2018	05	09	18	30	30		 1.7	57	5.7	0.8	56.9
ada	2018	05	09	19	30	13		 12	51	1.4	0.1	107
iar	2018	05	09	19	30	15		 1.7	57	5.7	0.8	59.1
ada	2018	05	09	20	30	31		 30	51	1.4	1.4	7.90
iar	2018	05	09	20	30	33		 2.0	57	5.7	1.1	43.3
ada	2018	05	09	21	30	15		 14	51	1.4	0.3	35.9
iar	2018	05	09	21	30	17		 1.7	57	5.7	0.8	58.9
ada	2018	05	09	22	30	10		 9.2	51	1.4	0.2	60.1
iar	2018	05	09	22	30	13		 2.9	57	5.7	0.9	53.7
ada	2018	05	09	23	30	13		 12	51	1.4	0.7	16.1
iar	2018	05	09	23	30	15		 1.7	57	5.7	0.8	59.8
ada	2018	05	10	00	30	13		 11	51	1.4	0.3	38.1
iar	2018	05	10	00	30	14		 1.6	57	5.7	0.7	66.8
ada	2018	05	10	01	30	25		 24	51	1.4	0.4	29.0
